date,open,high,low,close
2019-03-01,684.7700000000001,692.5284,680.446,688.952
2019-03-04,693.9399999999999,702.392,685.126,694.51
2019-03-05,695.664,584.92,575.05,695.558
2019-03-06,696.5020000000001,449.53395,443.77250000000004,690.016
2019-03-07,689.46,691.478,673.86,677.4939999999999
